"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2020-01-01,"FRA","Perlis",142,"2020","France","Europe",6.443589,100.216599
2020-01-01,"FRA","Pulau Pinang",508,"2020","France","Europe",5.285153,100.456238
2020-01-01,"FRA","Sabah",135,"2020","France","Europe",5.420404,116.796783
2020-01-01,"FRA","Sarawak",100,"2020","France","Europe",1.5575,110.3439
2020-01-01,"FRA","Selangor",8663,"2020","France","Europe",3.072751,101.423454
2020-01-01,"FRA","W.P. Labuan",5,"2020","France","Europe",5.3,115.22
2020-01-01,"FSM","Johor",1,"2020","Micronesia","Oceania",1.527549,103.745476
2020-01-01,"FSM","Pulau Pinang",1,"2020","Micronesia","Oceania",5.285153,100.456238
2020-01-01,"FSM","Selangor",1,"2020","Micronesia","Oceania",3.072751,101.423454
2020-01-01,"GAB","Johor",1,"2020","Gabon","Africa",1.527549,103.745476
2020-01-01,"GAB","Selangor",3,"2020","Gabon","Africa",3.072751,101.423454
2020-01-01,"GBR","Johor",5448,"2020","United Kingdom","Europe",1.527549,103.745476
2020-01-01,"GBR","Kedah",2148,"2020","United Kingdom","Europe",6.155672,100.569649
2020-01-01,"GBR","Kelantan",37,"2020","United Kingdom","Europe",6.125397,102.238068
2020-01-01,"GBR","Melaka",5,"2020","United Kingdom","Europe",2.1944,102.2486
2020-01-01,"GBR","Pahang",18,"2020","United Kingdom","Europe",3.974341,102.438057
2020-01-01,"GBR","Perak",75,"2020","United Kingdom","Europe",4.69395,101.117577
2020-01-01,"GBR","Perlis",289,"2020","United Kingdom","Europe",6.443589,100.216599
2020-01-01,"GBR","Pulau Pinang",1412,"2020","United Kingdom","Europe",5.285153,100.456238
2020-01-01,"GBR","Sabah",581,"2020","United Kingdom","Europe",5.420404,116.796783
2020-01-01,"GBR","Sarawak",1261,"2020","United Kingdom","Europe",1.5575,110.3439
2020-01-01,"GBR","Selangor",20246,"2020","United Kingdom","Europe",3.072751,101.423454
2020-01-01,"GBR","W.P. Labuan",119,"2020","United Kingdom","Europe",5.3,115.22
2020-01-01,"GEO","Johor",3,"2020","Georgia","Asia",1.527549,103.745476
2020-01-01,"GEO","Kedah",4,"2020","Georgia","Asia",6.155672,100.569649
2020-01-01,"GEO","Melaka",1,"2020","Georgia","Asia",2.1944,102.2486
2020-01-01,"GEO","Pulau Pinang",3,"2020","Georgia","Asia",5.285153,100.456238
2020-01-01,"GEO","Selangor",46,"2020","Georgia","Asia",3.072751,101.423454
2020-01-01,"GHA","Johor",14,"2020","Ghana","Africa",1.527549,103.745476
2020-01-01,"GHA","Kelantan",1,"2020","Ghana","Africa",6.125397,102.238068
2020-01-01,"GHA","Pulau Pinang",1,"2020","Ghana","Africa",5.285153,100.456238
2020-01-01,"GHA","Sarawak",2,"2020","Ghana","Africa",1.5575,110.3439
2020-01-01,"GHA","Selangor",82,"2020","Ghana","Africa",3.072751,101.423454
2020-01-01,"GIN","Johor",14,"2020","Guinea","Africa",1.527549,103.745476
2020-01-01,"GIN","Kelantan",1,"2020","Guinea","Africa",6.125397,102.238068
2020-01-01,"GIN","Sarawak",2,"2020","Guinea","Africa",1.5575,110.3439
2020-01-01,"GIN","Selangor",81,"2020","Guinea","Africa",3.072751,101.423454
2020-01-01,"GMB","Johor",11,"2020","Gambia","Africa",1.527549,103.745476
2020-01-01,"GMB","Kelantan",2,"2020","Gambia","Africa",6.125397,102.238068
2020-01-01,"GMB","Selangor",67,"2020","Gambia","Africa",3.072751,101.423454
2020-01-01,"GNB","Johor",2,"2020","Guinea-Bissau","Africa",1.527549,103.745476
2020-01-01,"GNB","Selangor",3,"2020","Guinea-Bissau","Africa",3.072751,101.423454
2020-01-01,"GNQ","Selangor",7,"2020","Equatorial Guinea","Africa",3.072751,101.423454
2020-01-01,"GRC","Johor",65,"2020","Greece","Europe",1.527549,103.745476
2020-01-01,"GRC","Kedah",41,"2020","Greece","Europe",6.155672,100.569649
2020-01-01,"GRC","Kelantan",1,"2020","Greece","Europe",6.125397,102.238068
2020-01-01,"GRC","Melaka",4,"2020","Greece","Europe",2.1944,102.2486
2020-01-01,"GRC","Perak",3,"2020","Greece","Europe",4.69395,101.117577
2020-01-01,"GRC","Perlis",7,"2020","Greece","Europe",6.443589,100.216599
2020-01-01,"GRC","Pulau Pinang",7,"2020","Greece","Europe",5.285153,100.456238
2020-01-01,"GRC","Sabah",2,"2020","Greece","Europe",5.420404,116.796783
2020-01-01,"GRC","Sarawak",8,"2020","Greece","Europe",1.5575,110.3439
2020-01-01,"GRC","Selangor",258,"2020","Greece","Europe",3.072751,101.423454
2020-01-01,"GRD","Johor",12,"2020","Grenada","North America",1.527549,103.745476
2020-01-01,"GRD","Pulau Pinang",1,"2020","Grenada","North America",5.285153,100.456238
2020-01-01,"GRD","Selangor",25,"2020","Grenada","North America",3.072751,101.423454
2020-01-01,"GTM","Pahang",1,"2020","Guatemala","North America",3.974341,102.438057
2020-01-01,"GTM","Selangor",26,"2020","Guatemala","North America",3.072751,101.423454
2020-01-01,"GUY","Johor",2,"2020","Guyana","South America",1.527549,103.745476
2020-01-01,"GUY","Selangor",8,"2020","Guyana","South America",3.072751,101.423454
2020-01-01,"HKG","Perak",25,"2020","Hong Kong","Asia",4.69395,101.117577
2020-01-01,"HKG","Sabah",3,"2020","Hong Kong","Asia",5.420404,116.796783
2020-01-01,"HKG","Sarawak",7,"2020","Hong Kong","Asia",1.5575,110.3439
2020-01-01,"HND","Johor",10,"2020","Honduras","North America",1.527549,103.745476
2020-01-01,"HND","Kedah",2,"2020","Honduras","North America",6.155672,100.569649
2020-01-01,"HND","Sabah",1,"2020","Honduras","North America",5.420404,116.796783
2020-01-01,"HND","Selangor",21,"2020","Honduras","North America",3.072751,101.423454
2020-01-01,"HRV","Johor",72,"2020","Croatia","Europe",1.527549,103.745476
2020-01-01,"HRV","Kedah",26,"2020","Croatia","Europe",6.155672,100.569649
2020-01-01,"HRV","Pahang",1,"2020","Croatia","Europe",3.974341,102.438057
2020-01-01,"HRV","Perak",1,"2020","Croatia","Europe",4.69395,101.117577
2020-01-01,"HRV","Perlis",1,"2020","Croatia","Europe",6.443589,100.216599
2020-01-01,"HRV","Pulau Pinang",8,"2020","Croatia","Europe",5.285153,100.456238
2020-01-01,"HRV","Sarawak",9,"2020","Croatia","Europe",1.5575,110.3439
2020-01-01,"HRV","Selangor",340,"2020","Croatia","Europe",3.072751,101.423454
2020-01-01,"HTI","Selangor",5,"2020","Haiti","North America",3.072751,101.423454
2020-01-01,"HUN","Johor",93,"2020","Hungary","Europe",1.527549,103.745476
2020-01-01,"HUN","Kedah",281,"2020","Hungary","Europe",6.155672,100.569649
2020-01-01,"HUN","Kelantan",1,"2020","Hungary","Europe",6.125397,102.238068
2020-01-01,"HUN","Perlis",6,"2020","Hungary","Europe",6.443589,100.216599
2020-01-01,"HUN","Pulau Pinang",77,"2020","Hungary","Europe",5.285153,100.456238
2020-01-01,"HUN","Sabah",20,"2020","Hungary","Europe",5.420404,116.796783
2020-01-01,"HUN","Sarawak",19,"2020","Hungary","Europe",1.5575,110.3439
2020-01-01,"HUN","Selangor",1067,"2020","Hungary","Europe",3.072751,101.423454
2020-01-01,"IDN","Johor",146428,"2020","Indonesia","Asia",1.527549,103.745476
2020-01-01,"IDN","Kedah",5574,"2020","Indonesia","Asia",6.155672,100.569649
2020-01-01,"IDN","Kelantan",195,"2020","Indonesia","Asia",6.125397,102.238068
2020-01-01,"IDN","Melaka",5852,"2020","Indonesia","Asia",2.1944,102.2486
2020-01-01,"IDN","Negeri Sembilan",3379,"2020","Indonesia","Asia",2.731813,102.252502
2020-01-01,"IDN","Pahang",24,"2020","Indonesia","Asia",3.974341,102.438057
2020-01-01,"IDN","Perak",228,"2020","Indonesia","Asia",4.69395,101.117577
2020-01-01,"IDN","Perlis",648,"2020","Indonesia","Asia",6.443589,100.216599
2020-01-01,"IDN","Pulau Pinang",25021,"2020","Indonesia","Asia",5.285153,100.456238
2020-01-01,"IDN","Sabah",4962,"2020","Indonesia","Asia",5.420404,116.796783
2020-01-01,"IDN","Sarawak",43648,"2020","Indonesia","Asia",1.5575,110.3439
2020-01-01,"IDN","Selangor",137859,"2020","Indonesia","Asia",3.072751,101.423454
2020-01-01,"IDN","W.P. Labuan",134,"2020","Indonesia","Asia",5.3,115.22
2020-01-01,"IND","Johor",25250,"2020","India","Asia",1.527549,103.745476
2020-01-01,"IND","Kedah",953,"2020","India","Asia",6.155672,100.569649
2020-01-01,"IND","Kelantan",22,"2020","India","Asia",6.125397,102.238068
2020-01-01,"IND","Melaka",20,"2020","India","Asia",2.1944,102.2486
2020-01-01,"IND","Negeri Sembilan",1,"2020","India","Asia",2.731813,102.252502
2020-01-01,"IND","Pahang",16,"2020","India","Asia",3.974341,102.438057
2020-01-01,"IND","Perak",357,"2020","India","Asia",4.69395,101.117577
2020-01-01,"IND","Perlis",30,"2020","India","Asia",6.443589,100.216599
2020-01-01,"IND","Pulau Pinang",736,"2020","India","Asia",5.285153,100.456238
2020-01-01,"IND","Sabah",102,"2020","India","Asia",5.420404,116.796783
2020-01-01,"IND","Sarawak",1989,"2020","India","Asia",1.5575,110.3439
2020-01-01,"IND","Selangor",69072,"2020","India","Asia",3.072751,101.423454
2020-01-01,"IND","W.P. Labuan",118,"2020","India","Asia",5.3,115.22
2020-01-01,"IRL","Johor",323,"2020","Ireland","Europe",1.527549,103.745476
2020-01-01,"IRL","Kedah",128,"2020","Ireland","Europe",6.155672,100.569649
2020-01-01,"IRL","Kelantan",3,"2020","Ireland","Europe",6.125397,102.238068
2020-01-01,"IRL","Pahang",2,"2020","Ireland","Europe",3.974341,102.438057
2020-01-01,"IRL","Perak",8,"2020","Ireland","Europe",4.69395,101.117577
2020-01-01,"IRL","Perlis",17,"2020","Ireland","Europe",6.443589,100.216599
2020-01-01,"IRL","Pulau Pinang",132,"2020","Ireland","Europe",5.285153,100.456238
2020-01-01,"IRL","Sabah",36,"2020","Ireland","Europe",5.420404,116.796783
2020-01-01,"IRL","Sarawak",35,"2020","Ireland","Europe",1.5575,110.3439
2020-01-01,"IRL","Selangor",1463,"2020","Ireland","Europe",3.072751,101.423454
2020-01-01,"IRL","W.P. Labuan",4,"2020","Ireland","Europe",5.3,115.22
2020-01-01,"IRN","Johor",443,"2020","Iran","Asia",1.527549,103.745476
2020-01-01,"IRN","Kedah",20,"2020","Iran","Asia",6.155672,100.569649
2020-01-01,"IRN","Kelantan",1,"2020","Iran","Asia",6.125397,102.238068
2020-01-01,"IRN","Perlis",1,"2020","Iran","Asia",6.443589,100.216599
2020-01-01,"IRN","Pulau Pinang",3,"2020","Iran","Asia",5.285153,100.456238
2020-01-01,"IRN","Sabah",10,"2020","Iran","Asia",5.420404,116.796783
2020-01-01,"IRN","Sarawak",8,"2020","Iran","Asia",1.5575,110.3439
2020-01-01,"IRN","Selangor",4149,"2020","Iran","Asia",3.072751,101.423454
2020-01-01,"IRN","W.P. Labuan",1,"2020","Iran","Asia",5.3,115.22
2020-01-01,"IRQ","Johor",95,"2020","Iraq","Asia",1.527549,103.745476
2020-01-01,"IRQ","Kedah",10,"2020","Iraq","Asia",6.155672,100.569649
2020-01-01,"IRQ","Pulau Pinang",9,"2020","Iraq","Asia",5.285153,100.456238
2020-01-01,"IRQ","Sabah",2,"2020","Iraq","Asia",5.420404,116.796783
2020-01-01,"IRQ","Selangor",1635,"2020","Iraq","Asia",3.072751,101.423454
2020-01-01,"ISL","Johor",7,"2020","Iceland","Europe",1.527549,103.745476
2020-01-01,"ISL","Kedah",6,"2020","Iceland","Europe",6.155672,100.569649
2020-01-01,"ISL","Perlis",4,"2020","Iceland","Europe",6.443589,100.216599
2020-01-01,"ISL","Pulau Pinang",1,"2020","Iceland","Europe",5.285153,100.456238
2020-01-01,"ISL","Sabah",1,"2020","Iceland","Europe",5.420404,116.796783
2020-01-01,"ISL","Sarawak",3,"2020","Iceland","Europe",1.5575,110.3439
2020-01-01,"ISL","Selangor",104,"2020","Iceland","Europe",3.072751,101.423454
2020-01-01,"ITA","Johor",696,"2020","Italy","Europe",1.527549,103.745476
2020-01-01,"ITA","Kedah",1186,"2020","Italy","Europe",6.155672,100.569649
2020-01-01,"ITA","Kelantan",10,"2020","Italy","Europe",6.125397,102.238068
2020-01-01,"ITA","Melaka",1,"2020","Italy","Europe",2.1944,102.2486
2020-01-01,"ITA","Negeri Sembilan",2,"2020","Italy","Europe",2.731813,102.252502
2020-01-01,"ITA","Perak",14,"2020","Italy","Europe",4.69395,101.117577
2020-01-01,"ITA","Perlis",47,"2020","Italy","Europe",6.443589,100.216599
2020-01-01,"ITA","Pulau Pinang",157,"2020","Italy","Europe",5.285153,100.456238
2020-01-01,"ITA","Sabah",53,"2020","Italy","Europe",5.420404,116.796783
2020-01-01,"ITA","Sarawak",35,"2020","Italy","Europe",1.5575,110.3439
2020-01-01,"ITA","Selangor",3411,"2020","Italy","Europe",3.072751,101.423454
2020-01-01,"ITA","W.P. Labuan",2,"2020","Italy","Europe",5.3,115.22
2020-01-01,"JAM","Johor",5,"2020","Jamaica","North America",1.527549,103.745476
2020-01-01,"JAM","Kedah",1,"2020","Jamaica","North America",6.155672,100.569649
2020-01-01,"JAM","Selangor",40,"2020","Jamaica","North America",3.072751,101.423454
2020-01-01,"JOR","Johor",74,"2020","Jordan","Asia",1.527549,103.745476
2020-01-01,"JOR","Kedah",33,"2020","Jordan","Asia",6.155672,100.569649
2020-01-01,"JOR","Kelantan",1,"2020","Jordan","Asia",6.125397,102.238068
2020-01-01,"JOR","Perlis",1,"2020","Jordan","Asia",6.443589,100.216599
2020-01-01,"JOR","Pulau Pinang",24,"2020","Jordan","Asia",5.285153,100.456238
2020-01-01,"JOR","Sabah",9,"2020","Jordan","Asia",5.420404,116.796783
2020-01-01,"JOR","Sarawak",2,"2020","Jordan","Asia",1.5575,110.3439
2020-01-01,"JOR","Selangor",1227,"2020","Jordan","Asia",3.072751,101.423454
2020-01-01,"JPN","Johor",9179,"2020","Japan","Asia",1.527549,103.745476
2020-01-01,"JPN","Kedah",892,"2020","Japan","Asia",6.155672,100.569649
2020-01-01,"JPN","Kelantan",18,"2020","Japan","Asia",6.125397,102.238068
2020-01-01,"JPN","Melaka",2,"2020","Japan","Asia",2.1944,102.2486
2020-01-01,"JPN","Pahang",17,"2020","Japan","Asia",3.974341,102.438057
2020-01-01,"JPN","Perak",74,"2020","Japan","Asia",4.69395,101.117577
2020-01-01,"JPN","Perlis",123,"2020","Japan","Asia",6.443589,100.216599
2020-01-01,"JPN","Pulau Pinang",1891,"2020","Japan","Asia",5.285153,100.456238
2020-01-01,"JPN","Sabah",899,"2020","Japan","Asia",5.420404,116.796783
2020-01-01,"JPN","Sarawak",317,"2020","Japan","Asia",1.5575,110.3439
2020-01-01,"JPN","Selangor",30603,"2020","Japan","Asia",3.072751,101.423454
2020-01-01,"JPN","W.P. Labuan",14,"2020","Japan","Asia",5.3,115.22
2020-01-01,"KAZ","Johor",69,"2020","Kazakhstan","Asia",1.527549,103.745476
2020-01-01,"KAZ","Kedah",475,"2020","Kazakhstan","Asia",6.155672,100.569649
2020-01-01,"KAZ","Kelantan",3,"2020","Kazakhstan","Asia",6.125397,102.238068
2020-01-01,"KAZ","Perlis",9,"2020","Kazakhstan","Asia",6.443589,100.216599
2020-01-01,"KAZ","Pulau Pinang",12,"2020","Kazakhstan","Asia",5.285153,100.456238
2020-01-01,"KAZ","Sabah",2,"2020","Kazakhstan","Asia",5.420404,116.796783
2020-01-01,"KAZ","Sarawak",10,"2020","Kazakhstan","Asia",1.5575,110.3439
2020-01-01,"KAZ","Selangor",3602,"2020","Kazakhstan","Asia",3.072751,101.423454
2020-01-01,"KAZ","W.P. Labuan",1,"2020","Kazakhstan","Asia",5.3,115.22
2020-01-01,"KEN","Johor",139,"2020","Kenya","Africa",1.527549,103.745476
2020-01-01,"KEN","Kedah",2,"2020","Kenya","Africa",6.155672,100.569649
2020-01-01,"KEN","Perlis",2,"2020","Kenya","Africa",6.443589,100.216599
2020-01-01,"KEN","Pulau Pinang",4,"2020","Kenya","Africa",5.285153,100.456238
2020-01-01,"KEN","Sarawak",2,"2020","Kenya","Africa",1.5575,110.3439
2020-01-01,"KEN","Selangor",386,"2020","Kenya","Africa",3.072751,101.423454
2020-01-01,"KGZ","Johor",25,"2020","Kyrgyz Republic","Asia",1.527549,103.745476
2020-01-01,"KGZ","Kedah",37,"2020","Kyrgyz Republic","Asia",6.155672,100.569649
2020-01-01,"KGZ","Perlis",3,"2020","Kyrgyz Republic","Asia",6.443589,100.216599
2020-01-01,"KGZ","Pulau Pinang",3,"2020","Kyrgyz Republic","Asia",5.285153,100.456238
2020-01-01,"KGZ","Sabah",2,"2020","Kyrgyz Republic","Asia",5.420404,116.796783
2020-01-01,"KGZ","Selangor",717,"2020","Kyrgyz Republic","Asia",3.072751,101.423454
2020-01-01,"KHM","Johor",2942,"2020","Cambodia","Asia",1.527549,103.745476
2020-01-01,"KHM","Kedah",209,"2020","Cambodia","Asia",6.155672,100.569649
2020-01-01,"KHM","Kelantan",1111,"2020","Cambodia","Asia",6.125397,102.238068
2020-01-01,"KHM","Perak",24,"2020","Cambodia","Asia",4.69395,101.117577
2020-01-01,"KHM","Perlis",801,"2020","Cambodia","Asia",6.443589,100.216599
2020-01-01,"KHM","Pulau Pinang",4,"2020","Cambodia","Asia",5.285153,100.456238
2020-01-01,"KHM","Sabah",2,"2020","Cambodia","Asia",5.420404,116.796783
2020-01-01,"KHM","Sarawak",29,"2020","Cambodia","Asia",1.5575,110.3439
2020-01-01,"KHM","Selangor",4784,"2020","Cambodia","Asia",3.072751,101.423454
2020-01-01,"KIR","Johor",4,"2020","Kiribati","Oceania",1.527549,103.745476
2020-01-01,"KIR","Selangor",1,"2020","Kiribati","Oceania",3.072751,101.423454
2020-01-01,"KNA","Johor",10,"2020","St. Kitts and Nevis","North America",1.527549,103.745476
2020-01-01,"KNA","Pulau Pinang",4,"2020","St. Kitts and Nevis","North America",5.285153,100.456238
2020-01-01,"KNA","Sabah",1,"2020","St. Kitts and Nevis","North America",5.420404,116.796783
2020-01-01,"KNA","Selangor",48,"2020","St. Kitts and Nevis","North America",3.072751,101.423454
2020-01-01,"KOR","Johor",29631,"2020","South Korea","Asia",1.527549,103.745476
2020-01-01,"KOR","Kedah",548,"2020","South Korea","Asia",6.155672,100.569649
2020-01-01,"KOR","Kelantan",7,"2020","South Korea","Asia",6.125397,102.238068
2020-01-01,"KOR","Melaka",1,"2020","South Korea","Asia",2.1944,102.2486
2020-01-01,"KOR","Negeri Sembilan",7,"2020","South Korea","Asia",2.731813,102.252502
2020-01-01,"KOR","Pahang",19,"2020","South Korea","Asia",3.974341,102.438057
2020-01-01,"KOR","Perak",17,"2020","South Korea","Asia",4.69395,101.117577
2020-01-01,"KOR","Perlis",111,"2020","South Korea","Asia",6.443589,100.216599
2020-01-01,"KOR","Pulau Pinang",765,"2020","South Korea","Asia",5.285153,100.456238
2020-01-01,"KOR","Sabah",33316,"2020","South Korea","Asia",5.420404,116.796783
2020-01-01,"KOR","Sarawak",425,"2020","South Korea","Asia",1.5575,110.3439
2020-01-01,"KOR","Selangor",33486,"2020","South Korea","Asia",3.072751,101.423454
2020-01-01,"KOR","W.P. Labuan",24,"2020","South Korea","Asia",5.3,115.22
2020-01-01,"KWT","Johor",174,"2020","Kuwait","Asia",1.527549,103.745476
2020-01-01,"KWT","Kedah",6,"2020","Kuwait","Asia",6.155672,100.569649
2020-01-01,"KWT","Pulau Pinang",9,"2020","Kuwait","Asia",5.285153,100.456238
2020-01-01,"KWT","Selangor",1032,"2020","Kuwait","Asia",3.072751,101.423454
2020-01-01,"LAO","Johor",228,"2020","Lao","Asia",1.527549,103.745476
2020-01-01,"LAO","Kedah",1165,"2020","Lao","Asia",6.155672,100.569649
2020-01-01,"LAO","Kelantan",209,"2020","Lao","Asia",6.125397,102.238068
2020-01-01,"LAO","Perak",16,"2020","Lao","Asia",4.69395,101.117577
2020-01-01,"LAO","Perlis",533,"2020","Lao","Asia",6.443589,100.216599
2020-01-01,"LAO","Pulau Pinang",10,"2020","Lao","Asia",5.285153,100.456238
2020-01-01,"LAO","Sabah",1,"2020","Lao","Asia",5.420404,116.796783
2020-01-01,"LAO","Selangor",462,"2020","Lao","Asia",3.072751,101.423454
2020-01-01,"LBN","Johor",20,"2020","Lebanon","Asia",1.527549,103.745476
2020-01-01,"LBN","Kedah",2,"2020","Lebanon","Asia",6.155672,100.569649
2020-01-01,"LBN","Pulau Pinang",4,"2020","Lebanon","Asia",5.285153,100.456238
2020-01-01,"LBN","Sarawak",1,"2020","Lebanon","Asia",1.5575,110.3439
2020-01-01,"LBN","Selangor",258,"2020","Lebanon","Asia",3.072751,101.423454
2020-01-01,"LBR","Johor",5,"2020","Liberia","Africa",1.527549,103.745476
2020-01-01,"LBR","Selangor",10,"2020","Liberia","Africa",3.072751,101.423454
2020-01-01,"LBY","Johor",22,"2020","Libya","Africa",1.527549,103.745476
2020-01-01,"LBY","Kedah",2,"2020","Libya","Africa",6.155672,100.569649
2020-01-01,"LBY","Pulau Pinang",7,"2020","Libya","Africa",5.285153,100.456238
2020-01-01,"LBY","Sabah",1,"2020","Libya","Africa",5.420404,116.796783
2020-01-01,"LBY","Sarawak",1,"2020","Libya","Africa",1.5575,110.3439
2020-01-01,"LBY","Selangor",867,"2020","Libya","Africa",3.072751,101.423454
2020-01-01,"LCA","Johor",4,"2020","St. Lucia","North America",1.527549,103.745476
2020-01-01,"LCA","Selangor",14,"2020","St. Lucia","North America",3.072751,101.423454
2020-01-01,"LIE","Johor",4,"2020","Liechtenstein","Europe",1.527549,103.745476
2020-01-01,"LIE","Kedah",2,"2020","Liechtenstein","Europe",6.155672,100.569649
2020-01-01,"LIE","Pulau Pinang",1,"2020","Liechtenstein","Europe",5.285153,100.456238
2020-01-01,"LIE","Selangor",7,"2020","Liechtenstein","Europe",3.072751,101.423454
2020-01-01,"LKA","Johor",1199,"2020","Sri Lanka","Asia",1.527549,103.745476
2020-01-01,"LKA","Kedah",17,"2020","Sri Lanka","Asia",6.155672,100.569649
2020-01-01,"LKA","Pahang",1,"2020","Sri Lanka","Asia",3.974341,102.438057
